pgc,Name,RA,DE,GLong,GLat,SGL,SGB,Ty,B_t,K_t,lgL_K,Vhel,Vls,D_i,eDi,PGC1,PGC1+,Ng,gGLong,gGLat,gSGL,gSGB,gK_t,glgL_K,gVh,gVls,gND,gD,geD,gsigL,gsigV,gR2t,gRdyn,gMassL,gMassdyn,SGX,SGY,SGZ
66571,PGC066571,320.0250,11.9186,63.1060,-25.5880,294.9884,54.6171,3.7,15.56,13.76,8.35,1159,1406,0.00,0,66571,66571,1,63.1060,-25.5880,294.9884,54.6171,13.76,8.35,1159,1406,0,0.00,0,29,0,0.078,,10.682,,4.58,-9.84,15.28
66611,ESO236-006,320.2867,-47.5151,351.7550,-44.5543,231.5873,18.8297,7.7,14.02,12.77,9.10,2549,2504,0.00,0,66549,66549,7,350.4686,-43.9602,230.5649,18.3173,6.87,11.47,2166,2115,2,27.44,8,198,279,0.536,0.442,13.190,13.498,-16.44,-20.73,9.02
66617,ESO287-009,320.3178,-46.1528,353.6533,-44.7337,232.4826,19.8987,4.3,13.31,11.47,9.83,2715,2677,0.00,0,66617,66318,1,353.6533,-44.7337,232.4826,19.8987,11.47,9.83,2715,2677,0,0.00,0,54,0,0.147,,11.509,,-20.44,-26.62,12.15
66644,ESO402-025,320.5657,-36.6277,7.1151,-45.1442,239.1758,27.1925,4.8,14.15,13.05,9.19,2543,2558,0.00,0,66648,66648,2,7.0452,-45.1977,239.1809,27.1199,9.38,10.65,2626,2641,0,0.00,0,97,87,0.262,0.046,12.258,11.501,-16.00,-26.81,16.04
66648,ESO402-026,320.6310,-36.6818,7.0428,-45.1996,239.1811,27.1173,1.9,12.56,9.41,10.64,2708,2723,0.00,0,66648,66648,2,7.0452,-45.1977,239.1809,27.1199,9.38,10.65,2626,2641,0,0.00,0,97,87,0.262,0.046,12.258,11.501,-16.11,-27.00,16.10
66669,ESO287-013,320.8080,-45.7730,354.1362,-45.1124,233.0167,19.9896,4.0,12.04,9.39,10.68,2715,2680,36.48,18,66669,66318,2,354.1364,-45.1124,233.0168,19.9898,9.38,10.68,2766,2731,1,36.48,18,99,54,0.268,0.016,12.288,10.640,-20.59,-27.33,12.45
66738,PGC066738,321.4993,-3.8098,49.0326,-35.7887,272.0103,47.8623,7.4,13.61,13.26,9.24,2930,3115,45.71,25,66738,66738,1,49.0326,-35.7887,272.0103,47.8623,13.26,9.24,2930,3115,1,45.71,25,41,0,0.111,,11.137,,1.07,-30.65,33.90
66740,IC5105B,321.5010,-40.8347,1.1245,-45.9420,236.7876,23.5080,2.1,13.09,10.31,10.14,2252,2244,0.00,0,66740,67146,1,1.1245,-45.9420,236.7876,23.5080,10.31,10.14,2252,2244,0,0.00,0,66,0,0.177,,11.751,,-15.03,-22.95,11.93
66767,ESO402-030,321.6852,-34.4991,10.2391,-45.8992,241.5350,28.1906,-0.8,14.00,10.53,10.23,2746,2773,0.00,0,66767,66767,1,10.2391,-45.8992,241.5350,28.1906,10.53,10.23,2746,2773,0,0.00,0,70,0,0.189,,11.832,,-15.53,-28.65,17.47
66770,ESO402-031,321.7040,-36.2312,7.7547,-46.0362,240.2438,26.8908,5.2,15.46,12.36,9.40,2434,2451,0.00,0,66770,66770,1,7.7547,-46.0362,240.2438,26.8908,12.36,9.40,2434,2451,0,0.00,0,44,0,0.119,,11.225,,-14.47,-25.30,14.78
66783,ESO342-049,321.8157,-37.8558,5.4179,-46.1893,239.1211,25.6126,-1.0,15.36,13.02,9.21,2626,2634,0.00,0,66812,66812,3,5.4274,-46.3749,239.2776,25.4918,9.68,10.54,2662,2671,1,28.05,14,88,31,0.238,0.138,12.134,11.086,-12.96,-21.67,12.10
66784,NGC7059,321.8395,-60.0144,334.6950,-42.4348,224.6022,8.2892,5.6,11.56,9.93,10.01,1734,1622,31.92,14,66784,66784,1,334.6950,-42.4348,224.6022,8.2892,9.93,10.01,1734,1622,1,31.92,14,60,0,0.164,,11.644,,-22.49,-22.18,4.60
66794,ESO530-051,321.9339,-23.6681,25.3984,-44.1746,250.6896,35.7589,8.5,15.27,12.89,8.96,1802,1888,0.00,0,66794,66794,1,25.3984,-44.1746,250.6896,35.7589,12.89,8.96,1802,1888,0,0.00,0,36,0,0.099,,10.984,,-6.76,-19.28,14.71
66812,ESO342-050,322.0627,-37.8613,5.4164,-46.3843,239.2796,25.4798,5.0,12.33,9.76,10.51,2661,2670,28.05,14,66812,66812,3,5.4274,-46.3749,239.2776,25.4918,9.68,10.54,2662,2671,1,28.05,14,88,31,0.238,0.138,12.134,11.086,-12.94,-21.77,12.07
66821,ESO342-051,322.1486,-37.5869,5.8167,-46.4457,239.5373,25.6406,4.7,14.86,13.59,8.98,2698,2708,0.00,0,66812,66812,3,5.4274,-46.3749,239.2776,25.4918,9.68,10.54,2662,2671,1,28.05,14,88,31,0.238,0.138,12.134,11.086,-12.84,-21.83,12.16
66836,NGC7064,322.2625,-52.7678,344.1623,-44.8185,229.2855,13.8987,5.1,11.46,11.08,8.93,866,793,11.17,14,66836,66836,1,344.1623,-44.8185,229.2855,13.8987,11.08,8.93,866,793,1,11.17,14,36,0,0.097,,10.968,,-7.07,-8.22,2.68
66860,NGC7077,322.4985,2.4144,56.0289,-33.2335,281.2040,49.6014,-4.1,14.23,11.36,9.28,1146,1358,0.00,0,66860,66860,1,56.0289,-33.2335,281.2040,49.6014,11.36,9.28,1146,1358,0,0.00,0,42,0,0.113,,11.158,,2.28,-11.51,13.79
66869,NGC7070,322.6056,-43.0871,357.8055,-46.6413,235.8945,21.2573,6.0,12.54,10.43,10.14,2376,2356,0.00,0,66909,67146,2,358.0318,-46.8322,236.1580,21.2711,9.08,10.68,2382,2362,0,0.00,0,99,7,0.267,0.190,12.283,9.933,-16.45,-24.30,11.42
66891,NGC7081,322.8505,2.4910,56.3460,-33.4774,281.5122,49.3023,3.3,13.71,11.15,10.18,3273,3485,0.00,0,66904,66904,2,56.3497,-33.5265,281.4989,49.2538,10.04,10.63,3270,3483,0,0.00,0,95,3,0.257,0.062,12.230,8.670,6.04,-29.68,35.21
66904,UGC11760,322.9160,2.4509,56.3518,-33.5539,281.4915,49.2268,4.0,14.26,10.52,10.44,3268,3480,0.00,0,66904,66904,2,56.3497,-33.5265,281.4989,49.2538,10.04,10.63,3270,3483,0,0.00,0,95,3,0.257,0.062,12.230,8.670,6.04,-29.72,35.17
66909,NGC7070A,322.9472,-42.8477,358.1243,-46.9098,236.2653,21.2766,-0.2,13.11,9.45,10.53,2388,2369,0.00,0,66909,67146,2,358.0318,-46.8322,236.1580,21.2711,9.08,10.68,2382,2362,0,0.00,0,99,7,0.267,0.190,12.283,9.933,-16.30,-24.41,11.43
66911,ESO531-001,322.9668,-23.9413,25.3796,-45.1583,251.2248,34.8773,10.0,16.50,14.90,8.45,2567,2652,0.00,0,66911,66911,1,25.3796,-45.1583,251.2248,34.8773,14.90,8.45,2567,2652,0,0.00,0,30,0,0.081,,10.730,,-9.34,-27.46,20.22
66934,NGC7079,323.1471,-44.0676,356.3260,-46.9399,235.5323,20.2570,-1.8,12.31,8.67,10.93,2688,2662,25.35,23,66934,66549,2,356.3058,-46.9555,235.5376,20.2368,8.63,10.94,2636,2610,1,25.35,23,125,56,0.338,0.189,12.589,11.725,-13.50,-19.66,8.80
66972,NGC7091,323.5331,-36.6538,7.2280,-47.5239,241.1393,25.5876,7.9,13.12,10.89,10.03,2596,2611,0.00,0,66972,66648,2,7.2271,-47.5238,241.1387,25.5872,10.57,10.16,2569,2585,0,0.00,0,66,28,0.179,0.001,11.764,9.017,-15.02,-27.25,14.90
66985,ESO287-037,323.6332,-44.3147,355.9079,-47.2587,235.6412,19.8421,8.5,13.47,12.22,9.51,2584,2557,0.00,0,66934,66549,2,356.3058,-46.9555,235.5376,20.2368,8.63,10.94,2636,2610,1,25.35,23,125,56,0.338,0.189,12.589,11.725,-13.42,-19.63,8.58
66992,PGC066991,323.6909,-13.5009,39.3008,-42.2431,262.1000,40.8824,9.9,15.60,13.81,9.01,2920,3059,0.00,0,66992,66992,1,39.3008,-42.2431,262.1000,40.8824,13.81,9.01,2920,3059,0,0.00,0,37,0,0.101,,11.009,,-4.24,-30.54,26.69
66993,UGC11779,323.7051,70.7721,108.0663,13.8191,12.3294,29.9125,8.1,12.95,10.38,10.28,2403,2702,0.00,0,66993,90402,1,108.0663,13.8191,12.3294,29.9125,10.38,10.28,2403,2702,0,0.00,0,72,0,0.194,,11.868,,30.51,6.67,17.97
67008,ESO465-009,323.8131,-30.8447,15.8135,-47.2752,245.9006,29.5883,5.0,14.55,12.32,9.64,3131,3179,0.00,0,67008,67008,1,15.8135,-47.2752,245.9006,29.5883,12.32,9.64,3131,3179,0,0.00,0,49,0,0.133,,11.377,,-15.05,-33.65,20.93
67015,UGC11771,323.8646,23.4684,75.1860,-20.7350,314.5738,51.5510,6.0,15.83,13.75,8.64,1662,1945,0.00,0,67015,67015,1,75.1860,-20.7350,314.5738,51.5510,13.75,8.64,1662,1945,0,0.00,0,32,0,0.087,,10.825,,11.32,-11.49,20.31
67018,ESO011-003,323.8843,-82.9021,309.2186,-31.6462,211.0922,-10.2375,-2.0,13.44,9.76,10.38,2526,2307,0.00,0,67018,67546,1,309.2186,-31.6462,211.0922,-10.2375,9.76,10.38,2526,2307,0,0.00,0,78,0,0.210,,11.971,,-25.92,-15.63,-5.47
67023,NGC7083,323.9358,-63.9027,329.3513,-41.8157,222.9941,4.6105,4.0,11.30,8.52,11.12,3080,2948,35.97,18,67023,69713,8,329.0951,-42.0594,223.1907,4.3712,7.66,11.47,3182,3049,4,42.64,11,198,168,0.536,0.387,13.190,12.999,-30.99,-28.89,3.42
67042,ESO107-039,324.0984,-64.4257,328.6803,-41.6491,222.7223,4.1577,0.8,14.32,10.85,10.19,3145,3011,54.70,23,67023,69713,8,329.0951,-42.0594,223.1907,4.3712,7.66,11.47,3182,3049,4,42.64,11,198,168,0.536,0.387,13.190,12.999,-31.21,-28.82,3.09
67045,NGC7090,324.1205,-54.5576,341.2957,-45.3852,229.0135,11.8144,5.0,10.07,8.40,9.95,830,747,8.32,8,67045,67045,1,341.2957,-45.3852,229.0135,11.8144,8.40,9.95,830,747,1,8.32,8,58,0,0.158,,11.599,,-5.34,-6.15,1.70
67048,ESO287-039,324.1420,-45.0661,354.7388,-47.5211,235.4057,19.0384,10.0,14.50,12.69,9.18,2260,2229,0.00,0,67048,67048,1,354.7388,-47.5211,235.4057,19.0384,12.69,9.18,2260,2229,0,0.00,0,40,0,0.108,,11.100,,-15.95,-23.13,9.69
67069,ESO188-012A,324.4641,-56.2283,338.9604,-45.0347,228.0811,10.4029,4.0,14.82,10.96,10.12,3057,2965,0.00,0,67069,67069,1,338.9604,-45.0347,228.0811,10.4029,10.96,10.12,3057,2965,0,0.00,0,65,0,0.175,,11.736,,-25.98,-28.93,7.14
67073,ESO287-041,324.5306,-42.7612,358.0959,-48.0746,237.2585,20.5721,4.6,14.38,10.93,9.99,2499,2481,0.00,0,67146,67146,4,358.3407,-48.4377,237.6735,20.4864,8.54,10.94,2528,2510,1,31.92,13,125,147,0.338,0.152,12.591,12.480,-16.15,-25.10,11.20
67076,UGC11782,324.5392,8.9606,63.6368,-30.9018,291.7932,49.6549,8.8,14.52,11.71,9.14,1112,1350,14.19,25,67076,67076,1,63.6368,-30.9018,291.7932,49.6549,11.71,9.14,1112,1350,1,14.19,25,39,0,0.106,,11.079,,3.41,-8.53,10.81
67078,ESO287-043,324.5517,-43.9346,356.3500,-47.9590,236.4336,19.6904,5.9,13.20,11.93,9.58,2510,2485,26.92,14,67078,66549,1,356.3500,-47.9590,236.4336,19.6904,11.93,9.58,2510,2485,1,26.92,14,48,0,0.129,,11.338,,-14.02,-21.12,9.07
67093,IC5120,324.7018,-64.3505,328.6131,-41.9159,222.9731,4.0521,3.9,13.22,10.98,10.14,3341,3207,0.00,0,67023,69713,8,329.0951,-42.0594,223.1907,4.3712,7.66,11.47,3182,3049,4,42.64,11,198,168,0.536,0.387,13.190,12.999,-31.28,-29.13,3.03
67139,ESO107-044,325.0141,-63.9089,329.0600,-42.2378,223.3596,4.3070,-2.0,13.69,9.96,10.55,3122,2990,50.58,23,67023,69713,8,329.0951,-42.0594,223.1907,4.3712,7.66,11.47,3182,3049,4,42.64,11,198,168,0.536,0.387,13.190,12.999,-30.86,-29.14,3.20
67146,NGC7097,325.0537,-42.5394,358.3687,-48.4799,237.7215,20.4760,-4.9,12.49,8.76,10.86,2542,2525,31.92,13,67146,67146,4,358.3407,-48.4377,237.6735,20.4864,8.54,10.94,2528,2510,1,31.92,13,125,147,0.338,0.152,12.591,12.480,-15.97,-25.28,11.17
67158,ESO531-022,325.1227,-26.5279,22.3986,-47.6625,250.4773,31.6989,4.5,12.27,9.98,10.65,3379,3450,49.89,18,67158,67158,1,22.3986,-47.6625,250.4773,31.6989,9.98,10.65,3379,3450,1,49.89,18,96,0,0.260,,12.248,,-14.19,-40.01,26.21
67160,NGC7097A,325.1578,-42.4804,358.4454,-48.5623,237.8244,20.4673,-4.9,14.97,11.63,9.71,2731,2714,0.00,0,67146,67146,4,358.3407,-48.4377,237.6735,20.4864,8.54,10.94,2528,2510,1,31.92,13,125,147,0.338,0.152,12.591,12.480,-16.06,-25.53,11.26
67162,ESO011-005,325.2438,-82.7996,309.1886,-31.8423,211.2910,-10.2669,5.9,13.78,12.21,9.55,2963,2745,0.00,0,67162,67162,1,309.1886,-31.8423,211.2910,-10.2669,12.21,9.55,2963,2745,0,0.00,0,47,0,0.128,,11.322,,-30.78,-18.70,-6.52
67168,NGC7096,325.3304,-63.9087,328.9744,-42.3616,223.4671,4.2183,1.1,12.64,9.03,10.92,3080,2948,44.46,23,67023,69713,8,329.0951,-42.0594,223.1907,4.3712,7.66,11.47,3182,3049,4,42.64,11,198,168,0.536,0.387,13.190,12.999,-30.77,-29.16,3.13
67209,NGC7107,325.6101,-44.7918,354.9169,-48.5895,236.4157,18.5472,8.6,12.66,10.78,9.92,2198,2168,0.00,0,67209,66549,1,354.9169,-48.5895,236.4157,18.5472,10.78,9.92,2198,2168,0,0.00,0,57,0,0.155,,11.576,,-15.16,-22.83,9.19
67215,NGC7106,325.6526,-52.6994,343.4551,-46.8122,230.9535,12.6409,5.1,13.46,10.81,10.26,3299,3226,0.00,0,67215,67215,1,343.4551,-46.8122,230.9535,12.6409,10.81,10.26,3299,3226,0,0.00,0,71,0,0.192,,11.852,,-26.44,-32.59,9.41
67220,ESO236-035,325.6819,-47.9906,350.1754,-48.0455,234.1968,16.1493,6.5,13.30,10.94,9.80,2086,2039,0.00,0,67220,66549,1,350.1754,-48.0455,234.1968,16.1493,10.94,9.80,2086,2039,0,0.00,0,54,0,0.146,,11.491,,-15.28,-21.18,7.56
67222,ESO236-034,325.6934,-51.2872,345.4290,-47.2419,231.9308,13.6847,10.0,14.25,12.55,9.22,2257,2192,0.00,0,67222,67222,1,345.4290,-47.2419,231.9308,13.6847,12.55,9.22,2257,2192,0,0.00,0,40,0,0.110,,11.124,,-17.51,-22.35,6.91
67233,ESO531-024,325.8241,-25.1770,24.5681,-47.9812,252.1661,32.1090,5.6,14.79,13.37,9.30,3357,3435,0.00,0,67248,67248,2,24.3661,-48.0860,252.0807,31.9540,10.35,10.51,3413,3491,1,25.47,18,85,59,0.231,0.085,12.093,11.433,-6.59,-20.48,13.50
67248,NGC7115,325.9121,-25.3511,24.3419,-48.0985,252.0705,31.9356,3.4,13.16,10.42,10.48,3470,3547,25.47,18,67248,67248,2,24.3661,-48.0860,252.0807,31.9540,10.35,10.51,3413,3491,1,25.47,18,85,59,0.231,0.085,12.093,11.433,-6.68,-20.63,13.51
67256,ESO287-055,326.0142,-43.2097,357.2343,-49.1014,237.7822,19.5057,5.0,14.17,10.82,10.08,2670,2649,0.00,0,67256,67256,1,357.2343,-49.1014,237.7822,19.5057,10.82,10.08,2670,2649,0,0.00,0,63,0,0.171,,11.700,,-17.75,-28.17,11.79
67258,ESO403-017,326.0290,-36.1800,8.0069,-49.5221,243.0928,24.5259,5.1,14.52,11.33,9.89,2684,2702,23.23,14,67258,67258,1,8.0069,-49.5221,243.0928,24.5259,11.33,9.89,2684,2702,1,23.23,14,56,0,0.153,,11.555,,-9.57,-18.85,9.64
67266,NGC7098,326.0672,-75.1115,316.4347,-36.6720,216.4419,-4.5171,1.1,11.87,7.97,11.06,2381,2195,0.00,0,67266,67266,1,316.4347,-36.6720,216.4419,-4.5171,7.97,11.06,2381,2195,0,0.00,0,138,0,0.374,,12.722,,-23.47,-17.33,-2.30
67282,PGC067282,326.1644,-6.6898,48.9095,-41.2532,271.5675,42.4059,6.2,13.77,11.89,9.83,3097,3269,0.00,0,67282,67282,1,48.9095,-41.2532,271.5675,42.4059,11.89,9.83,3097,3269,0,0.00,0,55,0,0.148,,11.513,,0.88,-32.17,29.39
67293,ESO236-039,326.3111,-49.0089,348.5468,-48.2168,233.8068,15.1150,8.6,14.41,11.96,9.16,1600,1547,0.00,0,67293,71001,1,348.5468,-48.2168,233.8068,15.1150,11.96,9.16,1600,1547,0,0.00,0,39,0,0.107,,11.086,,-11.76,-16.07,5.38
67335,ESO403-024,326.6657,-36.2053,7.9755,-50.0361,243.4671,24.1409,6.0,14.21,12.86,9.26,2617,2635,31.48,25,67335,67335,1,7.9755,-50.0361,243.4671,24.1409,12.86,9.26,2617,2635,1,31.48,25,41,0,0.112,,11.146,,-12.83,-25.70,12.87
67347,UGC11818,326.8173,72.4721,109.9976,14.4042,12.9781,28.0341,5.0,11.65,9.39,10.67,2402,2697,26.79,14,67347,67347,1,109.9976,14.4042,12.9781,28.0341,9.39,10.67,2402,2697,1,26.79,14,98,0,0.265,,12.272,,23.04,5.31,12.59
67352,IC5131,326.8555,-34.8837,10.0402,-50.1652,244.6334,24.9440,-2.9,13.09,9.45,10.63,2655,2680,0.00,0,67425,67883,2,10.0604,-50.4547,244.8558,24.7362,8.44,11.03,2633,2658,0,0.00,0,135,23,0.366,0.298,12.693,11.164,-13.78,-29.06,14.96
67355,UGC11813,326.8789,22.1643,76.3063,-23.6237,312.3359,48.8363,9.9,16.67,14.96,8.20,1832,2112,0.00,0,67379,67379,2,76.4290,-23.7398,312.3235,48.6749,9.47,10.39,1759,2039,0,0.00,0,78,77,0.211,0.077,11.978,11.620,12.09,-13.28,20.54
67362,ESO288-005,326.9251,-43.1228,357.2294,-49.7714,238.3541,19.1087,4.8,14.45,13.40,9.00,2513,2493,0.00,0,67362,67507,1,357.2294,-49.7714,238.3541,19.1087,13.40,9.00,2513,2493,0,0.00,0,37,0,0.100,,11.004,,-16.48,-26.74,10.88
67364,ESO403-029,326.9529,-34.2165,11.0864,-50.2197,245.2303,25.3436,-1.7,15.00,12.38,9.55,2937,2966,0.00,0,67364,67364,1,11.0864,-50.2197,245.2303,25.3436,12.38,9.55,2937,2966,0,0.00,0,47,0,0.128,,11.322,,-14.98,-32.45,16.93
67373,ESO403-031,327.0170,-36.7731,7.0883,-50.3176,243.2354,23.5432,4.0,14.50,12.07,9.55,2534,2549,35.32,14,67373,67883,1,7.0883,-50.3176,243.2354,23.5432,12.07,9.55,2534,2549,1,35.32,14,47,0,0.127,,11.318,,-14.58,-28.91,14.11
67379,NGC7137,327.0544,22.1596,76.4298,-23.7405,312.3235,48.6739,5.0,12.37,9.48,10.39,1686,1966,0.00,0,67379,67379,2,76.4290,-23.7398,312.3235,48.6749,9.47,10.39,1759,2039,0,0.00,0,78,77,0.211,0.077,11.978,11.620,12.04,-13.23,20.34
67408,ESO145-015A,327.2535,-59.9790,333.2645,-44.9363,226.7352,6.6001,6.7,14.60,13.07,9.26,3002,2890,0.00,0,67408,67408,1,333.2645,-44.9363,226.7352,6.6001,13.07,9.26,3002,2890,0,0.00,0,41,0,0.111,,11.143,,-26.24,-27.87,4.43
67417,NGC7125,327.3163,-60.7132,332.3186,-44.6375,226.2658,6.0324,5.0,12.31,10.62,10.26,3148,3032,0.00,0,67418,69713,4,332.4078,-44.6731,226.3170,6.0843,9.37,10.76,3097,2982,1,44.06,18,106,47,0.288,0.053,12.380,11.029,-30.34,-31.71,4.64
67418,NGC7126,327.3255,-60.6093,332.4462,-44.6882,226.3388,6.1067,4.6,12.15,9.79,10.59,3027,2912,44.06,18,67418,69713,4,332.4078,-44.6731,226.3170,6.0843,9.37,10.76,3097,2982,1,44.06,18,106,47,0.288,0.053,12.380,11.029,-30.18,-31.62,4.68
67421,UGC11820,327.3687,14.2308,70.3386,-29.5158,300.4405,47.9128,8.7,,14.04,8.21,1105,1361,0.00,0,67421,67421,1,70.3386,-29.5158,300.4405,47.9128,14.04,8.21,1105,1361,0,0.00,0,27,0,0.074,,10.612,,6.16,-10.49,13.47
67425,NGC7135,327.4418,-34.8763,10.0739,-50.6457,245.0022,24.5988,-2.9,12.63,8.99,10.81,2611,2636,0.00,0,67425,67883,2,10.0604,-50.4547,244.8558,24.7362,8.44,11.03,2633,2658,0,0.00,0,135,23,0.366,0.298,12.693,11.164,-13.61,-29.18,14.74
67442,ESO403-036,327.5455,-35.7077,8.7638,-50.7448,244.3998,23.9688,10.0,15.79,14.59,8.51,2459,2479,0.00,0,67442,67883,1,8.7638,-50.7448,244.3998,23.9688,14.59,8.51,2459,2479,0,0.00,0,31,0,0.083,,10.763,,-13.05,-27.24,13.43
67479,PGC067479,327.7614,6.2427,63.5519,-35.0947,289.1150,45.8668,7.4,15.32,12.77,8.91,1460,1688,0.00,0,67479,67479,1,63.5519,-35.0947,289.1150,45.8668,12.77,8.91,1460,1688,0,0.00,0,36,0,0.097,,10.960,,5.13,-14.81,16.15
67507,ESO288-013,327.9426,-43.1235,357.0581,-50.5059,238.9121,18.5866,9.0,14.39,11.73,9.68,2563,2543,0.00,0,67507,67507,1,357.0581,-50.5059,238.9121,18.5866,11.73,9.68,2563,2543,0,0.00,0,50,0,0.136,,11.405,,-16.60,-27.52,10.81
67532,NGC7140,328.0638,-55.5698,338.7925,-47.1540,230.0610,9.5644,3.8,11.92,9.22,10.79,2974,2885,30.06,14,67532,67532,1,338.7925,-47.1540,230.0610,9.5644,9.22,10.79,2974,2885,1,30.06,14,110,0,0.297,,12.418,,-19.03,-22.73,4.99
67546,ESO027-001,328.1101,-81.5307,310.0306,-32.9631,212.4440,-9.5801,5.0,11.35,9.26,10.60,2570,2357,0.00,0,67546,67546,2,310.0283,-32.9624,212.4432,-9.5820,9.24,10.61,2574,2360,0,0.00,0,93,4,0.252,0.072,12.207,8.960,-26.18,-16.64,-5.24
67552,ESO404-003,328.1653,-36.5028,7.4976,-51.2425,244.1392,23.0601,3.9,13.43,11.32,9.78,2338,2354,32.66,25,67552,67883,1,7.4976,-51.2425,244.1392,23.0601,11.32,9.78,2338,2354,1,32.66,25,53,0,0.143,,11.473,,-13.11,-27.04,12.79
67557,NGC7144,328.1771,-48.2539,349.1849,-49.6005,235.2717,14.8188,-4.8,11.57,8.08,10.88,1939,1890,24.43,13,67557,71001,3,349.3626,-49.6733,235.3955,14.8837,7.55,11.09,1932,1883,2,23.97,9,142,73,0.385,0.197,12.760,11.985,-13.46,-19.41,6.25
67583,NGC7145,328.3341,-47.8827,349.6977,-49.7976,235.6177,15.0112,-4.8,11.91,8.62,10.66,1840,1793,23.55,13,67557,71001,3,349.3626,-49.6733,235.3955,14.8837,7.55,11.09,1932,1883,2,23.97,9,142,73,0.385,0.197,12.760,11.985,-12.85,-18.77,6.10
67593,ESO027-003,328.4278,-81.6542,309.8841,-32.9153,212.3926,-9.7019,9.9,13.70,13.74,8.81,2578,2364,0.00,0,67546,67546,2,310.0283,-32.9624,212.4432,-9.5820,9.24,10.61,2574,2360,0,0.00,0,93,4,0.252,0.072,12.207,8.960,-26.20,-16.62,-5.30
67596,ESO237-014,328.4412,-48.6910,348.4625,-49.6529,235.0861,14.3835,6.2,15.48,12.43,9.14,2017,1966,0.00,0,67557,71001,3,349.3626,-49.6733,235.3955,14.8837,7.55,11.09,1932,1883,2,23.97,9,142,73,0.385,0.197,12.760,11.985,-13.35,-19.13,5.98
67605,ESO145-025,328.5204,-57.6114,335.9156,-46.5531,228.8357,7.9017,9.0,13.77,12.29,9.13,1837,1738,23.88,25,67605,67605,1,335.9156,-46.5531,228.8357,7.9017,12.29,9.13,1837,1738,1,23.88,25,39,0,0.105,,11.072,,-15.57,-17.81,3.28
67617,ESO466-014,328.5954,-31.9691,14.7736,-51.4541,248.1017,25.8300,3.5,14.26,11.41,9.80,2466,2507,0.00,0,67617,67883,1,14.7736,-51.4541,248.1017,25.8300,11.41,9.80,2466,2507,0,0.00,0,54,0,0.145,,11.486,,-11.22,-27.92,14.56
67628,PGC067628,328.7249,74.4874,111.7841,15.5774,14.2788,26.2976,-5.0,12.84,10.06,10.41,2444,2735,0.00,0,67628,90402,1,111.7841,15.5774,14.2788,26.2976,10.06,10.41,2444,2735,0,0.00,0,79,0,0.215,,11.997,,31.68,8.06,16.16
67634,NGC7151,328.7730,-50.6555,345.4758,-49.2811,233.8322,12.8278,5.9,12.43,10.76,9.77,1867,1805,0.00,0,67634,71001,1,345.4758,-49.2811,233.8322,12.8278,10.76,9.77,1867,1805,0,0.00,0,53,0,0.143,,11.467,,-13.85,-18.94,5.34
67641,NGC7154,328.8376,-34.8141,10.2109,-51.7898,245.8998,23.7951,9.5,12.60,10.76,10.11,2616,2641,0.00,0,67701,67883,2,10.4870,-52.0486,246.2256,23.7106,9.38,10.66,2631,2657,0,0.00,0,97,16,0.263,0.267,12.262,10.817,-13.23,-29.57,14.28
67663,NGC7155,329.0405,-49.5220,347.0574,-49.7918,234.7739,13.5160,-2.0,12.94,9.06,10.47,1933,1877,0.00,0,67663,71001,2,347.0609,-49.7922,234.7753,13.5178,9.05,10.47,1900,1845,0,0.00,0,83,34,0.225,0.120,12.061,11.097,-13.82,-19.57,5.76
67671,UGC11861,329.1006,73.2609,111.0547,14.5680,13.1553,27.0095,7.8,11.92,9.56,10.24,1481,1774,17.70,21,67671,67671,1,111.0547,14.5680,13.1553,27.0095,9.56,10.24,1481,1774,1,17.70,21,70,0,0.189,,11.834,,15.36,3.59,8.04
67684,ESO601-001,329.1787,-21.2094,31.6375,-49.9075,258.0992,32.1351,4.9,14.30,10.93,9.75,1796,1895,0.00,0,67684,67684,1,31.6375,-49.9075,258.0992,32.1351,10.93,9.75,1796,1895,0,0.00,0,52,0,0.141,,11.452,,-4.41,-20.94,13.44
67701,ESO404-012,329.2799,-34.5821,10.5961,-52.1499,246.3531,23.6773,5.1,12.63,9.74,10.52,2646,2672,0.00,0,67701,67883,2,10.4870,-52.0486,246.2256,23.7106,9.38,10.66,2631,2657,0,0.00,0,97,16,0.263,0.267,12.262,10.817,-13.02,-29.74,14.23
67707,ESO237-019,329.3355,-51.2182,344.4820,-49.4337,233.6872,12.1780,10.0,14.83,13.31,9.08,2699,2634,0.00,0,67707,67882,1,344.4820,-49.4337,233.6872,12.1780,13.31,9.08,2699,2634,0,0.00,0,38,0,0.103,,11.045,,-20.33,-27.66,7.41
67730,ESO146-002A,329.4814,-60.3079,332.1222,-45.7692,227.3282,5.6049,9.9,16.07,13.89,8.40,1685,1571,0.00,0,67730,67730,1,332.1222,-45.7692,227.3282,5.6049,13.89,8.40,1685,1571,0,0.00,0,29,0,0.080,,10.704,,-14.13,-15.33,2.05
67733,UGC11860,329.4987,24.2664,79.7942,-23.7339,315.3364,46.3616,7.9,,13.05,9.41,3126,3411,0.00,0,67733,67733,1,79.7942,-23.7339,315.3364,46.3616,13.05,9.41,3126,3411,0,0.00,0,44,0,0.119,,11.230,,22.32,-22.06,32.91
